"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
28,6,2014,6,"1","Guatemala",2,1,26,"35-39",2,1,"Verde","1994","Colisión",21,75,2,"Toyota"
28,6,2014,6,"2","Guatemala",2,1,35,"45-49",2,2,"Negro","1995","Colisión",21,75,2,"Jeep"
28,6,2014,6,"14","Guatemala",2,1,39,"50-54",1,5,"Ignorado","Ignorado","Colisión",1,75,2,"Hino"
28,6,2014,6,"21","Guatemala",2,1,22,"30-34",9,4,"Ignorado","Ignorado","Colisión",11,75,2,"Suzuki"
28,6,2014,6,"23","Guatemala",1,1,35,"45-49",9,2,"Gris","Ignorado","Choque",22,246,2,"Ford"
28,6,2014,6,"4","Guatemala",2,1,20,"30-34",9,4,"Rojo","Ignorado","Colisión",3,75,2,"Honda"
28,6,2014,6,"3","Guatemala",1,1,9,"20-24",2,4,"Negro","Ignorado","Colisión",22,288,2,"Ignorado"
28,6,2014,6,"0","Guatemala",2,1,26,"35-39",9,2,"Gris","2007","Colisión",20,112,2,"Mitsubishi"
28,6,2014,6,"7","Guatemala",2,1,16,"25-29",1,3,"Blanco","1993","Colisión",15,112,2,"Toyota"
28,6,2014,6,"23","Jutiapa",1,2,71,"Ignorado",9,1,"Celeste","Ignorado","Colisión",22,92,1,"Toyota"
28,6,2014,6,"16","Jutiapa",2,1,51,"60 y más",1,1,"Verde","1994","Choque",11,92,2,"Honda"
28,6,2014,6,"22","Escuintla",1,1,29,"40-44",1,3,"Gris","Ignorado","Colisión",22,62,2,"Toyota"
28,6,2014,6,"18","Santa rosa",1,1,9,"20-24",9,3,"Gris","Ignorado","Colisión",22,18,2,"Toyota"
28,6,2014,6,"8","Suchitepéquez",1,1,28,"40-44",1,7,"Ignorado","1990","Colisión",22,140,2,"Internacional"
28,6,2014,6,"7","Retalhuleu",1,1,27,"35-39",1,4,"Rojo","Ignorado","Colisión",22,250,2,"Bajaj"
28,6,2014,6,"16","Alta Verapaz",2,1,12,"20-24",9,4,"Azul","1999","Colisión",15,37,2,"Honda"
28,6,2014,6,"1","Baja Verapaz",2,1,30,"40-44",2,1,"Corinto","Ignorado","Colisión",1,157,2,"Seat"
28,6,2014,6,"21","Chimaltenango",1,1,9,"20-24",2,3,"Beige","Ignorado","Choque",22,28,2,"Toyota"
29,6,2014,7,"20","Guatemala",2,1,20,"30-34",9,1,"Café","1998","Colisión",1,75,2,"Seat"
29,6,2014,7,"19","Guatemala",2,1,10,"20-24",9,4,"Negro","Ignorado","Colisión",9,75,2,"Suzuki"
29,6,2014,7,"2","Guatemala",2,1,13,"25-29",9,4,"Gris","Ignorado","Choque",3,75,2,"Suzuki"
29,6,2014,7,"0","Zacapa",1,1,14,"25-29",9,1,"Verde","Ignorado","Colisión",22,286,2,"Hyundai"
29,6,2014,7,"19","Santa rosa",1,1,33,"45-49",9,2,"Beige","1997","Colisión",22,277,2,"Toyota"
29,6,2014,7,"2","Retalhuleu",1,1,46,"55-59",2,4,"Ignorado","2012","Colisión",22,164,2,"Bajaj"
29,6,2014,7,"21","Quetzaltenango",2,1,13,"25-29",2,1,"Café","1995","Colisión",15,149,2,"Toyota"
29,6,2014,7,"0","San Marcos",1,1,44,"55-59",9,1,"Ignorado","Ignorado","Colisión",22,212,2,"Ignorado"
29,6,2014,7,"19","Huehuetenango",1,1,11,"20-24",9,1,"Beige","Ignorado","Colisión",22,120,2,"Hyundai"
29,6,2014,7,"16","Totonicapán",2,1,33,"45-49",2,2,"Azul","Ignorado","Colisión",15,283,2,"Suzuki"
29,6,2014,7,"16","Alta Verapaz",1,1,43,"55-59",2,1,"Blanco","1999","Colisión",22,224,2,"Ignorado"
29,6,2014,7,"17","Alta Verapaz",1,3,18,"30-34",9,1,"Blanco","Ignorado","Colisión",22,37,2,"Ford"
29,6,2014,7,"19","Alta Verapaz",1,1,14,"25-29",2,3,"Blanco","1984","Colisión",22,37,2,"Seat"
29,6,2014,7,"0","Alta Verapaz",1,1,71,"Ignorado",9,4,"Ignorado","Ignorado","Colisión",22,37,1,"Ignorado"
29,6,2014,7,"20","Baja Verapaz",2,1,30,"40-44",2,5,"Blanco","1986","Colisión",1,157,2,"Gmc"
29,6,2014,7,"0","El Progreso",1,1,4,"15-19",9,4,"Ignorado","2012","Colisión",22,168,3,"Italica"
29,6,2014,7,"22","Izabal",1,1,20,"30-34",2,3,"Ignorado","2008","Colisión",22,55,2,"Mitsubishi"
29,6,2014,7,"17","Izabal",1,1,17,"25-29",1,14,"Rojo","Ignorado","Colisión",22,115,2,"Ignorado"
29,6,2014,7,"1","Sacatepéquez",1,1,45,"55-59",2,4,"Gris","1994","Colisión",22,90,2,"Bajaj"
30,6,2014,1,"12","Guatemala",2,1,48,"60 y más",9,1,"Blanco","2012","Colisión",1,75,2,"Hyundai"
30,6,2014,1,"12","Guatemala",2,1,7,"15-19",9,1,"Ignorado","Ignorado","Choque",22,204,2,"Ignorado"
30,6,2014,1,"14","Jutiapa",1,1,19,"30-34",9,3,"Gris","Ignorado","Choque",22,92,2,"Ignorado"
30,6,2014,1,"22","Escuintla",1,1,23,"35-39",9,5,"Blanco","Ignorado","Colisión",22,62,2,"Ignorado"
30,6,2014,1,"12","Escuintla",1,3,34,"45-49",9,7,"Verde","Ignorado","Colisión",22,62,2,"Ignorado"
30,6,2014,1,"12","Huehuetenango",2,1,13,"25-29",9,1,"Negro","Ignorado","Colisión",22,77,2,"Toyota"
30,6,2014,1,"18","Izabal",1,1,31,"40-44",9,1,"Gris","Ignorado","Colisión",22,146,2,"Toyota"
30,6,2014,1,"9","Peten",2,1,3,"15-19",9,4,"Rojo","Ignorado","Choque",22,66,3,"Ignorado"
1,7,2014,2,"16","Guatemala",2,1,25,"35-39",9,12,"Rojo","Ignorado","Colisión",1,75,2,"Blue bird"
1,7,2014,2,"12","Guatemala",2,1,35,"45-49",9,1,"Blanco","Ignorado","Colisión",2,75,2,"Toyota"
1,7,2014,2,"18","Guatemala",2,1,15,"25-29",9,3,"Negro","1996","Colisión",22,5,2,"Toyota"
1,7,2014,2,"17","Baja Verapaz",1,1,20,"30-34",9,5,"Blanco","Ignorado","Vuelco",22,157,2,"Ignorado"
1,7,2014,2,"0","Izabal",1,1,35,"45-49",9,4,"Gris","Ignorado","Vuelco",22,146,2,"Suzuki"
1,7,2014,2,"23","Chimaltenango",1,1,32,"40-44",9,1,"Azul","1993","Choque",22,28,2,"Honda"
2,7,2014,3,"18","Guatemala",2,1,32,"40-44",9,1,"Blanco","Ignorado","Choque",18,75,2,"Toyota"
2,7,2014,3,"19","Guatemala",2,1,58,"60 y más",9,4,"Ignorado","Ignorado","Colisión",9,75,2,"Ignorado"
2,7,2014,3,"18","Guatemala",2,2,71,"Ignorado",9,9,"Ignorado","Ignorado","Choque",15,195,1,"Ignorado"
2,7,2014,3,"17","Guatemala",2,1,23,"35-39",9,3,"Gris","Ignorado","Colisión",15,112,2,"Seat"
2,7,2014,3,"7","Guatemala",1,3,15,"25-29",9,4,"Rojo","2006","Vuelco",22,204,2,"Suzuki"
2,7,2014,3,"8","Zacapa",1,1,13,"25-29",9,4,"Negro","Ignorado","Colisión",22,291,2,"Bajaj"
2,7,2014,3,"20","Escuintla",1,1,26,"35-39",9,3,"Azul","Ignorado","Colisión",22,62,2,"Toyota"
2,7,2014,3,"4","Santa rosa",1,2,71,"Ignorado",9,7,"Verde","Ignorado","Vuelco",22,10,1,"Ignorado"
2,7,2014,3,"20","Suchitepéquez",2,1,40,"50-54",9,4,"Azul","Ignorado","Colisión",15,110,2,"Suzuki"
2,7,2014,3,"21","Quetzaltenango",1,2,71,"Ignorado",9,9,"Azul","Ignorado","Choque",22,149,1,"Toyota"
2,7,2014,3,"7","Huehuetenango",1,1,21,"30-34",9,4,"Negro","Ignorado","Vuelco",22,77,2,"Ignorado"
2,7,2014,3,"8","Izabal",1,1,36,"45-49",9,4,"Azul","Ignorado","Vuelco",22,146,2,"Sniper"
2,7,2014,3,"1","Izabal",1,1,21,"30-34",9,1,"Corinto","Ignorado","Choque",22,146,2,"Mitsubishi"
2,7,2014,3,"18","Sololá",1,2,71,"Ignorado",9,7,"Verde","Ignorado","Vuelco",22,271,1,"Hino"
2,7,2014,3,"0","Chimaltenango",1,1,15,"25-29",9,4,"Negro","Ignorado","Vuelco",22,28,2,"Bajaj"
3,7,2014,4,"22","Guatemala",2,1,10,"20-24",9,1,"Rojo","1993","Colisión",9,75,2,"Geo"
3,7,2014,4,"20","Guatemala",2,2,71,"Ignorado",9,1,"Rojo","Ignorado","Colisión",18,75,1,"Ignorado"
3,7,2014,4,"22","Guatemala",2,2,71,"Ignorado",9,1,"Ignorado","Ignorado","Vuelco",4,75,1,"Bajaj"
3,7,2014,4,"3","Guatemala",2,1,56,"60 y más",9,4,"Gris","Ignorado","Choque",4,75,2,"Suzuki"
3,7,2014,4,"18","Escuintla",1,1,20,"30-34",9,1,"Gris","Ignorado","Colisión",22,134,2,"Toyota"
3,7,2014,4,"18","Retalhuleu",1,1,9,"20-24",9,4,"Blanco","Ignorado","Colisión",22,153,2,"Freedom"
3,7,2014,4,"22","Quetzaltenango",2,1,47,"55-59",9,1,"Blanco","Ignorado","Choque",1,149,2,"Bmw"
4,7,2014,5,"11","Guatemala",2,1,24,"35-39",9,1,"Gris","2003","Colisión",1,75,2,"Mitsubishi"
4,7,2014,5,"18","Guatemala",2,1,16,"25-29",9,1,"Verde","1992","Colisión",11,75,2,"Honda"
4,7,2014,5,"13","Guatemala",2,1,8,"20-24",9,4,"Negro","Ignorado","Caída",19,75,2,"Italica"
4,7,2014,5,"23","Guatemala",2,3,13,"25-29",9,1,"Corinto","Ignorado","Choque",16,112,2,"Ignorado"
4,7,2014,5,"7","Jutiapa",1,2,71,"Ignorado",9,12,"Beige","2012","Colisión",22,58,1,"Hyundai"
4,7,2014,5,"20","Chiquimula",1,1,23,"35-39",2,5,"Blanco","2012","Colisión",22,44,2,"Kia"
4,7,2014,5,"20","Escuintla",1,1,14,"25-29",9,4,"Rojo","2008","Colisión",22,62,2,"Honda"
4,7,2014,5,"17","Escuintla",1,1,7,"15-19",9,11,"Ignorado","Ignorado","Choque",22,62,2,"Ignorado"
4,7,2014,5,"0","Escuintla",1,1,7,"15-19",9,4,"Negro","Ignorado","Vuelco",22,281,2,"Ignorado"
4,7,2014,5,"23","Quetzaltenango",1,1,32,"40-44",2,3,"Rojo","Ignorado","Colisión",22,295,2,"Toyota"
4,7,2014,5,"1","Quetzaltenango",2,1,17,"25-29",2,3,"Verde","Ignorado","Choque",1,149,2,"Toyota"
4,7,2014,5,"5","Alta Verapaz",1,1,71,"Ignorado",9,5,"Ignorado","Ignorado","Caída",22,37,1,"Ford"
4,7,2014,5,"10","Baja Verapaz",1,1,17,"25-29",1,9,"Blanco","2014","Vuelco",22,147,2,"Toyota"
4,7,2014,5,"21","Chimaltenango",1,1,8,"20-24",9,14,"Rojo","2012","Colisión",22,247,2,"Bajaj"
4,7,2014,5,"21","Sacatepéquez",2,1,28,"40-44",9,2,"Negro","Ignorado","Colisión",17,35,2,"Seat"
5,7,2014,6,"9","Guatemala",2,1,13,"25-29",9,4,"Negro","Ignorado","Colisión",21,75,2,"Bajaj"
5,7,2014,6,"5","Guatemala",2,1,9,"20-24",9,12,"Amarillo","Ignorado","Colisión",15,112,2,"Ignorado"
5,7,2014,6,"13","Guatemala",2,1,39,"50-54",9,1,"Blanco","2005","Colisión",8,75,2,"Chevrolet"
5,7,2014,6,"17","Chimaltenango",1,1,21,"30-34",9,3,"Negro","Ignorado","Colisión",22,162,2,"Mitsubishi"
5,7,2014,6,"19","Guatemala",2,1,23,"35-39",9,1,"Negro","Ignorado","Choque",22,288,2,"Mitsubishi"
5,7,2014,6,"23","Izabal",1,1,19,"30-34",9,4,"Azul","Ignorado","Colisión",22,115,2,"Bajaj"
5,7,2014,6,"1","Izabal",2,1,15,"25-29",9,4,"Azul","Ignorado","Vuelco",22,115,2,"Ignorado"
5,7,2014,6,"23","Jalapa",2,1,16,"25-29",9,4,"Negro","2012","Choque",22,86,2,"Suzuki"
5,7,2014,6,"15","Suchitepéquez",2,1,15,"25-29",9,6,"Azul","2000","Colisión",22,110,2,"Freightliner"
5,7,2014,6,"23","Alta Verapaz",2,1,24,"35-39",2,1,"Celeste","1999","Colisión",17,37,2,"Bmw"
6,7,2014,7,"3","Guatemala",2,1,12,"20-24",9,1,"Blanco","1999","Choque",14,75,2,"Toyota"
6,7,2014,7,"14","Guatemala",2,1,56,"60 y más",2,1,"Blanco","2000","Colisión",4,75,2,"Toyota"
6,7,2014,7,"1","Guatemala",1,1,12,"20-24",9,1,"Azul","2013","Choque",22,5,2,"Peugeut"
6,7,2014,7,"2","Guatemala",2,1,15,"25-29",2,4,"Rojo","Ignorado","Colisión",19,112,2,"Seat"
6,7,2014,7,"22","Guatemala",2,1,26,"35-39",2,1,"Blanco","2005","Colisión",19,112,2,"Hyundai"
6,7,2014,7,"15","Jalapa",1,1,19,"30-34",2,3,"Gris","1987","Colisión",22,176,2,"Toyota"
6,7,2014,7,"15","Santa rosa",1,1,15,"25-29",2,3,"Rojo","1993","Choque",22,32,2,"Toyota"
6,7,2014,7,"20","Santa rosa",1,1,10,"20-24",9,4,"Ignorado","Ignorado","Choque",22,10,2,"Ignorado"
6,7,2014,7,"22","Retalhuleu",1,1,50,"60 y más",9,2,"Corinto","2002","Colisión",22,250,2,"Hyundai"
6,7,2014,7,"23","Alta Verapaz",1,1,23,"35-39",2,99,"Verde","1999","Caída",22,37,2,"Toyota"
6,7,2014,7,"0","Alta Verapaz",1,1,14,"25-29",9,4,"Ignorado","Ignorado","Caída",22,252,2,"Ignorado"
6,7,2014,7,"20","Izabal",1,1,30,"40-44",2,2,"Negro","Ignorado","Colisión",22,146,2,"Ignorado"
6,7,2014,7,"1","Izabal",1,1,26,"35-39",2,1,"Beige","Ignorado","Choque",22,115,2,"Toyota"
6,7,2014,7,"1","Izabal",1,1,16,"25-29",9,4,"Rojo","Ignorado","Colisión",22,146,2,"Suzuki"
6,7,2014,7,"23","Izabal",1,1,19,"30-34",9,4,"Azul","2012","Colisión",22,146,2,"Bajaj"
6,7,2014,7,"17","Izabal",1,1,71,"Ignorado",9,3,"Negro","Ignorado","Choque",22,115,1,"Toyota"
6,7,2014,7,"12","Peten",1,1,18,"30-34",9,2,"Ignorado","Ignorado","Choque",22,266,2,"Ignorado"
6,7,2014,7,"21","Chimaltenango",1,1,12,"20-24",1,1,"Rojo","1995","Colisión",22,141,2,"Honda"
7,7,2014,1,"16","Guatemala",2,3,7,"15-19",2,2,"Gris","2001","Colisión",19,75,2,"Mitsubishi"
7,7,2014,1,"1","Guatemala",2,1,16,"25-29",2,2,"Anaranjado","Ignorado","Colisión",20,112,2,"Isuzu"
7,7,2014,1,"22","Escuintla",1,1,24,"35-39",9,3,"Azul","Ignorado","Colisión",22,62,2,"Toyota"
7,7,2014,1,"7","Escuintla",1,1,7,"15-19",9,4,"Rojo","Ignorado","Caída",22,254,2,"Sniper"
7,7,2014,1,"22","Santa rosa",1,1,19,"30-34",9,3,"Gris","Ignorado","Colisión",22,76,2,"Toyota"
7,7,2014,1,"19","Suchitepéquez",1,1,18,"30-34",1,4,"Rojo","2007","Colisión",22,140,2,"Bajaj"
7,7,2014,1,"0","El Progreso",1,1,7,"15-19",2,1,"Azul","1994","Choque",22,238,2,"Mazda"
7,7,2014,1,"8","El Progreso",1,1,7,"15-19",9,3,"Beige","1984","Colisión",22,56,2,"Toyota"
7,7,2014,1,"14","Izabal",1,3,14,"25-29",9,1,"Azul","2005","Colisión",22,146,2,"Chevrolet"
7,7,2014,1,"14","Peten",1,1,29,"40-44",1,1,"Beige","Ignorado","Colisión",22,66,2,"Toyota"
8,7,2014,2,"15","Guatemala",1,3,33,"45-49",9,1,"Gris","Ignorado","Choque",22,5,2,"Ignorado"
8,7,2014,2,"12","Jalapa",2,1,23,"35-39",1,1,"Azul","2000","Colisión",22,227,2,"Suzuki"
9,7,2014,3,"12","Guatemala",2,1,39,"50-54",9,1,"Blanco","Ignorado","Colisión",9,75,2,"Toyota"
9,7,2014,3,"10","Guatemala",1,1,23,"35-39",9,4,"Rojo","Ignorado","Choque",22,68,2,"Ignorado"
9,7,2014,3,"20","Guatemala",1,1,11,"20-24",9,2,"Gris","Ignorado","Choque",22,195,2,"Seat"
9,7,2014,3,"16","Guatemala",1,1,45,"55-59",9,3,"Verde","1985","Choque",22,204,2,"Toyota"
9,7,2014,3,"18","Jutiapa",1,1,40,"50-54",9,1,"Verde","1990","Colisión",22,92,2,"Toyota"
9,7,2014,3,"18","Totonicapán",1,1,11,"20-24",9,1,"Café","Ignorado","Choque",22,283,2,"Isuzu"
9,7,2014,3,"7","Chimaltenango",1,3,2,"Menor de 15",9,1,"Verde","Ignorado","Choque",22,28,3,"Toyota"
10,7,2014,4,"14","Guatemala",2,1,24,"35-39",9,2,"Corinto","Ignorado","Choque",18,75,2,"Kia"
10,7,2014,4,"4","Guatemala",1,1,15,"25-29",9,5,"Blanco","Ignorado","Choque",22,132,2,"Suzuki"
10,7,2014,4,"10","Guatemala",2,1,30,"40-44",9,4,"Ignorado","Ignorado","Colisión",5,75,2,"Ignorado"
10,7,2014,4,"5","Guatemala",2,1,13,"25-29",9,4,"Negro","Ignorado","Colisión",19,75,2,"Suzuki"
10,7,2014,4,"23","Guatemala",2,3,13,"25-29",9,2,"Gris","Ignorado","Colisión",19,112,2,"Mitsubishi"
10,7,2014,4,"2","Chiquimula",2,1,12,"20-24",9,1,"Gris","1988","Colisión",1,31,2,"Ford"
10,7,2014,4,"21","Totonicapán",1,1,39,"50-54",9,2,"Verde","Ignorado","Colisión",22,184,2,"Bmw"
10,7,2014,4,"13","Chimaltenango",1,1,35,"45-49",9,1,"Corinto","Ignorado","Colisión",22,28,2,"Toyota"
11,7,2014,5,"19","Guatemala",2,3,8,"20-24",9,1,"Azul","2008","Colisión",1,75,2,"Toyota"
11,7,2014,5,"1","Guatemala",2,1,13,"25-29",9,4,"Gris","2007","Choque",19,75,2,"Suzuki"
11,7,2014,5,"18","Guatemala",2,1,13,"25-29",9,12,"Rojo","Ignorado","Colisión",19,112,2,"Blue bird"
11,7,2014,5,"11","Jalapa",1,3,29,"40-44",9,1,"Beige","Ignorado","Colisión",22,86,2,"Toyota"
11,7,2014,5,"3","Chiquimula",1,1,12,"20-24",9,1,"Verde","Ignorado","Choque",22,31,2,"Toyota"
11,7,2014,5,"5","Chiquimula",1,1,15,"25-29",9,4,"Rojo","Ignorado","Choque",22,31,2,"Suzuki"
11,7,2014,5,"18","Escuintla",1,1,15,"25-29",9,3,"Verde","Ignorado","Colisión",22,62,2,"Toyota"
11,7,2014,5,"14","Izabal",1,1,29,"40-44",9,2,"Azul","Ignorado","Colisión",22,146,2,"Honda"
11,7,2014,5,"12","Peten",1,1,4,"15-19",9,4,"Verde","Ignorado","Colisión",22,66,3,"Suzuki"
12,7,2014,6,"4","Guatemala",2,1,20,"30-34",1,3,"Blanco","1990","Colisión",1,75,2,"Toyota"
12,7,2014,6,"10","Guatemala",1,1,18,"30-34",9,4,"Ignorado","Ignorado","Colisión",22,195,2,"Ignorado"
12,7,2014,6,"2","Guatemala",2,1,14,"25-29",1,3,"Negro","Ignorado","Colisión",2,75,2,"Toyota"
12,7,2014,6,"10","Guatemala",2,1,12,"20-24",9,1,"Negro","Ignorado","Colisión",20,112,2,"Mazda"
12,7,2014,6,"15","Quetzaltenango",1,1,18,"30-34",9,4,"Rojo","Ignorado","Choque",22,149,2,"Ignorado"
12,7,2014,6,"22","Alta Verapaz",1,1,36,"45-49",9,4,"Rojo","Ignorado","Choque",22,37,2,"Ignorado"
12,7,2014,6,"18","El Progreso",1,1,12,"20-24",9,4,"Verde","Ignorado","Choque",22,74,2,"Bajaj"
12,7,2014,6,"19","Izabal",1,1,9,"20-24",9,4,"Rojo","Ignorado","Colisión",22,146,2,"Ignorado"
13,7,2014,7,"0","Guatemala",2,1,19,"30-34",9,1,"Azul","Ignorado","Colisión",18,75,2,"Mazda"
13,7,2014,7,"1","Guatemala",1,1,31,"40-44",9,1,"Celeste","Ignorado","Colisión",22,204,2,"Toyota"
13,7,2014,7,"4","Guatemala",2,1,49,"60 y más",9,1,"Verde","Ignorado","Colisión",19,112,2,"Toyota"
13,7,2014,7,"14","Santa rosa",1,1,20,"30-34",9,8,"Rojo","Ignorado","Caída",22,10,2,"Geo"
13,7,2014,7,"21","Retalhuleu",1,1,22,"30-34",9,1,"Negro","1994","Colisión",22,153,2,"Toyota"
13,7,2014,7,"15","Retalhuleu",1,1,27,"35-39",9,3,"Verde","Ignorado","Colisión",22,153,2,"Toyota"
13,7,2014,7,"15","Quetzaltenango",1,3,37,"45-49",9,2,"Gris","2007","Colisión",22,149,2,"Kia"
13,7,2014,7,"6","San Marcos",1,1,8,"20-24",9,4,"Azul","Ignorado","Vuelco",22,212,2,"Honda"
13,7,2014,7,"10","Alta Verapaz",1,1,14,"25-29",9,9,"Gris","Ignorado","Vuelco",22,37,2,"Toyota"
13,7,2014,7,"3","Izabal",1,1,12,"20-24",9,4,"Rojo","Ignorado","Choque",22,146,2,"Suzuki"
13,7,2014,7,"2","Peten",1,1,11,"20-24",9,5,"Blanco","Ignorado","Caída",22,66,2,"Hino"
13,7,2014,7,"15","Quiche",1,1,23,"35-39",9,1,"Gris","2007","Colisión",22,248,2,"Chevrolet"
14,7,2014,1,"11","Guatemala",2,1,35,"45-49",9,5,"Ignorado","Ignorado","Colisión",1,75,2,"Ignorado"
14,7,2014,1,"16","Guatemala",2,1,41,"50-54",2,3,"Beige","1986","Colisión",1,75,2,"Toyota"
14,7,2014,1,"15","Guatemala",2,1,12,"20-24",9,4,"Negro","Ignorado","Colisión",7,75,2,"Suzuki"
14,7,2014,1,"20","Guatemala",2,1,44,"55-59",9,1,"Azul","Ignorado","Colisión",3,75,2,"Toyota"
14,7,2014,1,"15","Zacapa",1,1,38,"50-54",1,6,"Ignorado","1999","Colisión",22,155,2,"Kenworth"
14,7,2014,1,"15","Santa rosa",1,1,18,"30-34",9,3,"Rojo","1985","Colisión",22,128,2,"Toyota"
14,7,2014,1,"16","Huehuetenango",1,1,21,"30-34",1,2,"Beige","1999","Colisión",22,95,2,"Toyota"
14,7,2014,1,"12","Totonicapán",1,1,71,"Ignorado",1,3,"Blanco","2014","Colisión",22,283,1,"Toyota"
14,7,2014,1,"22","Sacatepéquez",1,1,29,"40-44",2,3,"Rojo","1999","Colisión",22,90,2,"Toyota"
15,7,2014,2,"18","Guatemala",2,1,52,"60 y más",9,1,"Azul","1998","Colisión",16,75,2,"Toyota"
15,7,2014,2,"14","Guatemala",1,1,30,"40-44",9,4,"Negro","2004","Colisión",22,204,2,"Suzuki"
15,7,2014,2,"19","Escuintla",2,1,24,"35-39",9,3,"Negro","1986","Choque",1,134,2,"Mitsubishi"
15,7,2014,2,"16","Quetzaltenango",1,1,14,"25-29",2,2,"Azul","Ignorado","Colisión",22,126,2,"Seat"
15,7,2014,2,"9","Totonicapán",1,1,23,"35-39",9,4,"Ignorado","Ignorado","Colisión",22,283,2,"Ignorado"
15,7,2014,2,"23","Alta Verapaz",1,1,31,"40-44",9,4,"Rojo","2011","Colisión",22,243,2,"Ignorado"
15,7,2014,2,"10","Alta Verapaz",1,1,12,"20-24",9,4,"Azul","Ignorado","Colisión",22,37,2,"Suzuki"
15,7,2014,2,"13","Peten",1,2,71,"Ignorado",9,99,"Ignorado","Ignorado","Choque",22,98,1,"Ignorado"
15,7,2014,2,"12","Peten",1,1,71,"Ignorado",9,4,"Ignorado","Ignorado","Colisión",22,174,1,"Ignorado"
15,7,2014,2,"19","Peten",1,1,7,"15-19",9,4,"Negro","Ignorado","Colisión",22,174,2,"Sniper"
15,7,2014,2,"17","Chimaltenango",2,1,19,"30-34",2,3,"Azul","Ignorado","Colisión",16,60,2,"Chevrolet"
16,7,2014,3,"10","Guatemala",2,1,5,"15-19",9,4,"Ignorado","Ignorado","Colisión",9,75,3,"Italica"
16,7,2014,3,"5","Guatemala",2,3,9,"20-24",9,4,"Rojo","Ignorado","Colisión",9,75,2,"Italica"
16,7,2014,3,"0","Guatemala",2,1,11,"20-24",9,4,"Rojo","Ignorado","Colisión",19,75,2,"Ignorado"
16,7,2014,3,"12","Guatemala",2,1,31,"40-44",9,1,"Gris","2007","Colisión",19,75,2,"Kia"
16,7,2014,3,"12","Guatemala",2,1,22,"30-34",9,5,"Blanco","2011","Colisión",3,75,2,"Kia"
16,7,2014,3,"23","Zacapa",1,1,33,"45-49",9,7,"Ignorado","Ignorado","Colisión",22,279,2,"Ignorado"
16,7,2014,3,"6","Alta Verapaz",1,1,37,"45-49",9,5,"Ignorado","Ignorado","Vuelco",22,69,2,"Hino"
17,7,2014,4,"1","Guatemala",2,1,18,"30-34",2,1,"Blanco","Ignorado","Colisión",21,75,2,"Hyundai"
17,7,2014,4,"3","Guatemala",2,1,10,"20-24",9,4,"Gris","2007","Vuelco",1,75,2,"Ignorado"
17,7,2014,4,"19","Guatemala",2,1,12,"20-24",1,3,"Corinto","Ignorado","Colisión",1,75,2,"Isuzu"
17,7,2014,4,"18","Guatemala",2,1,8,"20-24",2,1,"Gris","Ignorado","Colisión",7,75,2,"Peugeut"
17,7,2014,4,"4","Guatemala",2,1,15,"25-29",9,4,"Rojo","Ignorado","Colisión",3,75,2,"Suzuki"
17,7,2014,4,"0","Guatemala",2,1,22,"30-34",2,1,"Gris","1976","Colisión",1,287,2,"Datsun"
17,7,2014,4,"14","Jutiapa",1,1,3,"15-19",9,14,"Ignorado","Ignorado","Vuelco",22,51,3,"Ignorado"
17,7,2014,4,"9","Jalapa",1,1,28,"40-44",2,14,"Rojo","2008","Colisión",22,114,2,"Ignorado"
17,7,2014,4,"18","Escuintla",1,1,20,"30-34",9,6,"Ignorado","Ignorado","Choque",22,62,2,"Ignorado"
17,7,2014,4,"0","Alta Verapaz",1,1,14,"25-29",2,4,"Rojo","Ignorado","Colisión",22,152,2,"Bajaj"
17,7,2014,4,"16","Alta Verapaz",2,1,14,"25-29",1,4,"Ignorado","2012","Colisión",11,37,2,"Italica"
17,7,2014,4,"2","Izabal",1,1,16,"25-29",1,3,"Ignorado","Ignorado","Colisión",22,105,2,"Toyota"
17,7,2014,4,"9","Sacatepéquez",1,1,18,"30-34",9,5,"Gris","1994","Colisión",22,173,2,"Hino"
18,7,2014,5,"12","Guatemala",2,3,16,"25-29",9,1,"Blanco","Ignorado","Colisión",9,75,2,"Hyundai"
18,7,2014,5,"19","Guatemala",1,1,33,"45-49",9,1,"Azul","Ignorado","Vuelco",22,288,2,"Ignorado"
18,7,2014,5,"7","Jutiapa",1,1,25,"35-39",9,1,"Gris","2006","Colisión",22,92,2,"Peugeut"
18,7,2014,5,"12","Jutiapa",1,1,30,"40-44",9,9,"Gris","2005","Colisión",22,92,2,"Toyota"
18,7,2014,5,"20","Escuintla",1,1,15,"25-29",9,4,"Negro","Ignorado","Colisión",22,62,2,"Italica"
18,7,2014,5,"23","Baja Verapaz",1,1,26,"35-39",9,4,"Verde","Ignorado","Choque",22,157,2,"Ignorado"
18,7,2014,5,"14","Izabal",1,1,44,"55-59",9,6,"Blanco","Ignorado","Colisión",22,146,2,"Internacional"
18,7,2014,5,"8","Peten",1,1,17,"25-29",9,1,"Blanco","Ignorado","Colisión",22,66,2,"Ignorado"
18,7,2014,5,"20","Sololá",1,1,26,"35-39",9,3,"Verde","Ignorado","Vuelco",22,271,2,"Toyota"
