"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
160,13,"Enero","Sábado",17,"Jalapa","Monjas","Urbano","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
161,13,"Enero","Sábado",17,"Jalapa","Monjas","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azúl","Ignorado","Colisión"
162,13,"Enero","Sábado",23,"Zacapa","Gualán","Urbano","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Pick up","Gris","1987","Choque"
163,13,"Enero","Sábado",20,"Escuintla","Escuintla","Urbano","Ignorado","Hombre","13","Menos de 15","Menor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
164,13,"Enero","Sábado",20,"Escuintla","Escuintla","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Amarillo","Ignorado","Colisión"
165,14,"Enero","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","35","35-39","Mayor","Ignorado","Automovil","Blanco","2001","Colisión"
166,14,"Enero","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
167,14,"Enero","Domingo",17,"Guatemala","Guatemala","Urbano","18","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
168,14,"Enero","Domingo",17,"Guatemala","Guatemala","Urbano","18","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
169,14,"Enero","Domingo",1,"Guatemala","Guatemala","Urbano","21","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
170,14,"Enero","Domingo",19,"Guatemala","Guatemala","Urbano","21","Hombre","27","25-29","Mayor","Ignorado","Pick up","Azúl","Ignorado","Colisión"
171,14,"Enero","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Cabezal","Rojo","Ignorado","Colisión"
172,14,"Enero","Domingo",7,"Escuintla","Escuintla","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Cabezal","Azúl","Ignorado","Colisión"
173,14,"Enero","Domingo",17,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Pick up","Verde","Ignorado","Vuelco"
174,14,"Enero","Domingo",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Colisión"
175,14,"Enero","Domingo",19,"Suchitepéquez","Mazatenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
176,14,"Enero","Domingo",1,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","45","45-49","Mayor","Ignorado","Pick up","Gris","2006","Colisión"
177,14,"Enero","Domingo",1,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Camión","Amarillo","1997","Colisión"
178,15,"Enero","Domingo",9,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Blanco","1998","Colisión"
179,15,"Enero","Domingo",9,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Mototaxi","Rojo","2006","Colisión"
180,15,"Enero","Domingo",16,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","50","50-54","Mayor","Ebrio","Automovil","Blanco","1993","Colisión"
181,15,"Enero","Domingo",16,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
182,15,"Enero","Domingo",19,"Jalapa","Jalapa","Rural","Ignorado","Hombre","54","50-54","Mayor","Ebrio","Camioneta","Corinto","1993","Choque"
183,15,"Enero","Domingo",8,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","Pick up","Rojo","Ignorado","Vuelco"
184,15,"Enero","Domingo",13,"Escuintla","Escuintla","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Pick up","Azúl","Ignorado","Vuelco"
185,15,"Enero","Domingo",20,"Santa Rosa","Casillas","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Motocicleta","Negro","2011","Colisión"
186,15,"Enero","Domingo",20,"Santa Rosa","Casillas","Rural","Ignorado","Mujer","28","25-29","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
187,15,"Enero","Domingo",17,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Gris","2010","Vuelco"
188,15,"Enero","Domingo",3,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","23","20-24","Mayor","Ebrio","Motocicleta","Anaranjado","Ignorado","Vuelco"
189,15,"Enero","Domingo",22,"Baja Verapaz","Salamá","Rural","Ignorado","Hombre","16","15-19","Menor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
190,15,"Enero","Domingo",22,"Baja Verapaz","Salamá","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","1994","Colisión"
191,15,"Enero","Domingo",18,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","46","45-49","Mayor","Ebrio","Motocicleta","Azúl","2011","Caida"
192,15,"Enero","Domingo",22,"Petén","Flores","Rural","Ignorado","Hombre","17","15-19","Menor","Normal","Pick up","Verde","Ignorado","Choque"
193,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","19","15-19","Mayor","Normal","Automovil","Azúl","Ignorado","Colisión"
194,16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Cabezal","Verde","Ignorado","Colisión"
195,16,"Enero","Lunes",3,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
196,16,"Enero","Lunes",3,"Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Colisión"
197,16,"Enero","Lunes",21,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","28","25-29","Mayor","Ebrio","Mototaxi","Rojo","2009","Colisión"
198,16,"Enero","Lunes",21,"Retalhuleu","Retalhuleu","Rural","Ignorado","Mujer","22","20-24","Mayor","Normal","Pick up","Azúl","2000","Colisión"
199,16,"Enero","Lunes",14,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Pick up","Azúl","1992","Colisión"
200,16,"Enero","Lunes",14,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","31","30-34","Mayor","Ebrio","Automovil","Anaranjado","Ignorado","Colisión"
201,16,"Enero","Lunes",22,"Petén","Flores","Rural","Ignorado","Hombre","25","25-29","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
202,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","1","Hombre","22","20-24","Mayor","Normal","Pick up","Gris","Ignorado","Colisión"
203,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","1","Hombre","20","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
204,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","3","Hombre","35","35-39","Mayor","Normal","Pick up","Verde","2007","Colisión"
205,17,"Enero","Martes",21,"Guatemala","Guatemala","Urbano","3","Hombre","42","40-44","Mayor","Normal","Pick up","Cafe","1982","Colisión"
206,17,"Enero","Miercoles",16,"Guatemala","Guatemala","Urbano","1","Hombre","50","50-54","Mayor","Normal","Automovil","Amarillo","2011","Colisión"
207,17,"Enero","Miercoles",16,"Guatemala","Guatemala","Urbano","1","Hombre","33","30-34","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
208,17,"Enero","Martes",20,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","65","55 y más","Mayor","Normal","Cabezal","Blanco","2000","Colisión"
209,17,"Enero","Martes",20,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
210,17,"Enero","Martes",12,"Quetzaltenango","Salcajá","Rural","Ignorado","Hombre","30","30-34","Mayor","Ebrio","Pick up","Corinto","1991","Vuelco"
211,18,"Enero","Miercoles",21,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Normal","Automovil","Negro","1995","Colisión"
212,18,"Enero","Miercoles",21,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Negro","Ignorado","Colisión"
213,18,"Enero","Miercoles",2,"Guatemala","Fraijanes","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","2010","Choque"
214,18,"Enero","Miercoles",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Pick up","Gris","2009","Colisión"
215,18,"Enero","Miercoles",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Pick up","Negro","2007","Colisión"
216,18,"Enero","Miercoles",13,"Jalapa","Mataquescuintla","Urbano","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Rojo","2011","Colisión"
217,18,"Enero","Miercoles",13,"Jalapa","Mataquescuintla","Urbano","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Verde","2003","Colisión"
218,18,"Enero","Miercoles",13,"Jalapa","Mataquescuintla","Urbano","Ignorado","Hombre","56","55 y más","Mayor","Normal","Pick up","Blanco","1995","Colisión"
219,18,"Enero","Miercoles",8,"Santa Rosa","Oratorio","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Camioneta","Gris","2005","Vuelco"
220,18,"Enero","Miercoles",18,"Santa Rosa","Cuilapa","Rural","Ignorado","Mujer","50","50-54","Mayor","Ignorado","Camioneta","Blanco","1988","Caida"
221,18,"Enero","Miercoles",2,"Suchitepéquez","Mazatenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Negro","Ignorado","Choque"
222,18,"Enero","Miercoles",17,"Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","19","15-19","Mayor","Ebrio","Mototaxi","Rojo","Ignorado","Colisión"
223,18,"Enero","Miercoles",17,"Retalhuleu","Santa Cruz Muluá","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
224,18,"Enero","Miercoles",0,"Alta Verapaz","San Pedro Carchá","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Jeep","Rojo","1986","Choque"
225,18,"Enero","Miercoles",7,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Choque"
226,18,"Enero","Miercoles",10,"Petén","Flores","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Amarillo","Ignorado","Colisión"
227,18,"Enero","Miercoles",10,"Petén","Flores","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Corinto","Ignorado","Colisión"
228,18,"Enero","Miercoles",16,"Petén","Dolores","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Rojo","Ignorado","Caida"
229,18,"Enero","Miercoles",19,"Petén","La Libertad_duplicated_1705","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
230,18,"Enero","Miercoles",19,"Petén","La Libertad_duplicated_1705","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
231,18,"Enero","Miercoles",6,"Quiché","San Pedro Jocopilas","Rural","Ignorado","Hombre","19","15-19","Mayor","Ignorado","Camión","Rojo","1985","Vuelco"
232,19,"Enero","Jueves",20,"Guatemala","Guatemala","Urbano","1","Hombre","30","30-34","Mayor","Ebrio","Automovil","Ignorado","Ignorado","Colisión"
233,19,"Enero","Jueves",20,"Guatemala","Guatemala","Urbano","1","Hombre","20","20-24","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
234,19,"Enero","Jueves",3,"Guatemala","Guatemala","Urbano","18","Hombre","22","20-24","Mayor","Ignorado","Automovil","Negro","Ignorado","Choque"
235,19,"Enero","Jueves",23,"Guatemala","Guatemala","Urbano","18","Mujer","29","25-29","Mayor","Normal","Automovil","Negro","Ignorado","Colisión"
236,19,"Enero","Jueves",23,"Guatemala","Guatemala","Urbano","18","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
237,19,"Enero","Jueves",16,"Guatemala","Guatemala","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
238,19,"Enero","Jueves",16,"Guatemala","Guatemala","Urbano","6","Hombre","28","25-29","Mayor","Normal","Cabezal","Blanco","2011","Colisión"
239,19,"Enero","Jueves",0,"Guatemala","Guatemala","Urbano","7","Mujer","41","40-44","Mayor","Ignorado","Automovil","Negro","Ignorado","Vuelco"
240,19,"Enero","Jueves",17,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Pick up","Corinto","1984","Colisión"
241,19,"Enero","Jueves",17,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
242,19,"Enero","Jueves",22,"El Progreso","El Jícaro","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Choque"
243,19,"Enero","Jueves",18,"Izabal","Puerto Barrios","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
244,19,"Enero","Jueves",18,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","18","15-19","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
245,20,"Enero","Viernes",18,"Guatemala","Mixco","Urbano","4","Hombre","38","35-39","Mayor","Normal","Bus urbano","Rojo","Ignorado","Colisión"
246,20,"Enero","Viernes",18,"Guatemala","Mixco","Urbano","4","Hombre","43","40-44","Mayor","Normal","Camión","Blanco","1997","Colisión"
247,20,"Enero","Viernes",18,"Escuintla","Escuintla","Urbano","1","Hombre","35","35-39","Mayor","Normal","Pick up","Azúl","Ignorado","Colisión"
248,20,"Enero","Viernes",18,"Escuintla","Escuintla","Urbano","1","Hombre","18","15-19","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
249,20,"Enero","Viernes",10,"Escuintla","La Gomera","Urbano","Ignorado","Hombre","24","20-24","Mayor","Normal","Mototaxi","Rojo","Ignorado","Colisión"
250,20,"Enero","Viernes",10,"Escuintla","La Gomera","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
251,20,"Enero","Viernes",14,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","43","40-44","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
252,20,"Enero","Viernes",14,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Blanco","Ignorado","Colisión"
253,20,"Enero","Viernes",14,"Suchitepéquez","Samayac","Urbano","Ignorado","Hombre","31","30-34","Mayor","Normal","Microbus","Verde","Ignorado","Colisión"
254,20,"Enero","Viernes",14,"Suchitepéquez","Samayac","Urbano","Ignorado","Mujer","38","35-39","Mayor","Normal","Motocicleta","Negro","2010","Colisión"
255,20,"Enero","Viernes",22,"Huehuetenango","Huehuetenango","Urbano","1","Hombre","56","55 y más","Mayor","Normal","Automovil","Blanco","2002","Colisión"
256,20,"Enero","Viernes",22,"Huehuetenango","Huehuetenango","Urbano","1","Hombre","21","20-24","Mayor","Ebrio","Motocicleta","Azúl","Ignorado","Colisión"
257,20,"Enero","Viernes",11,"Alta Verapaz","Cobán","Urbano","2","Hombre","25","25-29","Mayor","Normal","Camioneta","Blanco","1999","Colisión"
258,20,"Enero","Viernes",11,"Alta Verapaz","Cobán","Urbano","2","Hombre","35","35-39","Mayor","Normal","Automovil","Gris","2005","Colisión"
259,20,"Enero","Viernes",17,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Pick up","Azúl","1992","Caida"
260,20,"Enero","Viernes",14,"Chimaltenango","Tecpán Guatemala","Urbano","2","Hombre","46","45-49","Mayor","Ebrio","Pick up","Beige","Ignorado","Colisión"
261,20,"Enero","Viernes",14,"Chimaltenango","Tecpán Guatemala","Urbano","2","Hombre","35","35-39","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
262,21,"Enero","Sábado",21,"Guatemala","Guatemala","Urbano","1","Hombre","29","25-29","Mayor","Normal","Bus urbano","Rojo","Ignorado","Colisión"
263,21,"Enero","Sábado",21,"Guatemala","Guatemala","Urbano","1","Hombre","61","55 y más","Mayor","Ebrio","Automovil","Rojo","1989","Colisión"
264,21,"Enero","Sábado",7,"Guatemala","Guatemala","Urbano","9","Mujer","36","35-39","Mayor","Normal","Automovil","Blanco","1991","Colisión"
265,21,"Enero","Sábado",7,"Guatemala","Guatemala","Urbano","9","Hombre","26","25-29","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
266,21,"Enero","Sábado",20,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
267,21,"Enero","Sábado",20,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
268,21,"Enero","Sábado",18,"Guatemala","Guatemala","Urbano","1","Hombre","32","30-34","Mayor","Normal","Motocicleta","Negro","Ignorado","Choque"
269,21,"Enero","Sábado",22,"Guatemala","Guatemala","Urbano","6","Hombre","31","30-34","Mayor","Normal","Automovil","Corinto","1999","Colisión"
270,21,"Enero","Sábado",22,"Guatemala","Guatemala","Urbano","6","Hombre","20","20-24","Mayor","Normal","Motocicleta","Gris","2004","Colisión"
271,21,"Enero","Sábado",15,"Guatemala","Guatemala","Urbano","5","Mujer","27","25-29","Mayor","Normal","Pick up","Verde","1994","Colisión"
272,21,"Enero","Sábado",15,"Guatemala","Guatemala","Urbano","5","Hombre","41","40-44","Mayor","Normal","Motocicleta","Rojo","2007","Colisión"
273,21,"Enero","Sábado",2,"Guatemala","Guatemala","Urbano","7","Hombre","26","25-29","Mayor","Ebrio","Motocicleta","Ignorado","Ignorado","Colisión"
274,21,"Enero","Sábado",2,"Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
275,21,"Enero","Sábado",2,"Guatemala","Guatemala","Urbano","11","Hombre","25","25-29","Mayor","Ignorado","Pick up","Blanco","Ignorado","Colisión"
276,21,"Enero","Sábado",2,"Guatemala","Guatemala","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Ignorado","Colisión"
277,21,"Enero","Sábado",13,"Guatemala","Guatemala","Urbano","11","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
278,21,"Enero","Sábado",13,"Guatemala","Guatemala","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
279,21,"Enero","Sábado",15,"Guatemala","Guatemala","Urbano","12","Hombre","41","40-44","Mayor","Normal","Microbus","Beige","Ignorado","Colisión"
280,21,"Enero","Sábado",15,"Guatemala","Guatemala","Urbano","12","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Ignorado","Ignorado","Colisión"
281,21,"Enero","Sábado",22,"Guatemala","Mixco","Urbano","1","Hombre","47","45-49","Mayor","Normal","Pick up","Gris","1984","Colisión"
282,21,"Enero","Sábado",22,"Guatemala","Mixco","Urbano","1","Hombre","24","20-24","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
283,21,"Enero","Sábado",23,"Escuintla","Escuintla","Urbano","1","Hombre","23","20-24","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
284,21,"Enero","Sábado",23,"Escuintla","Escuintla","Urbano","1","Hombre","28","25-29","Mayor","Ebrio","Motocicleta","Negro","Ignorado","Colisión"
285,21,"Enero","Sábado",19,"Huehuetenango","Malacatancito","Rural","Ignorado","Hombre","19","15-19","Mayor","Ebrio","Automovil","Gris","Ignorado","Colisión"
286,21,"Enero","Sábado",19,"Huehuetenango","Malacatancito","Rural","Ignorado","Hombre","21","20-24","Mayor","Ebrio","Pick up","Blanco","Ignorado","Colisión"
287,21,"Enero","Sábado",19,"Huehuetenango","Malacatancito","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
288,21,"Enero","Sábado",21,"Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
289,21,"Enero","Sábado",21,"Izabal","Puerto Barrios","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","Ignorado","Colisión"
290,21,"Enero","Sábado",19,"Chimaltenango","Patzicía","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Verde","Ignorado","Choque"
291,21,"Enero","Sábado",18,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","Camioneta","Gris","1992","Colisión"
292,21,"Enero","Sábado",18,"Sacatepéquez","Sumpango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Tractor","Amarillo","Ignorado","Colisión"
