"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
3760,28,"Diciembre","Sabado",16,"12:00 a 17:59","Guatemala","Mixco","Urbano","1","Hombre","38","35-39","Mayor","Pick up","Morado","1986","Colisión","Nissan_duplicated_37","Normal"
3761,28,"Diciembre","Sabado",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","8","Ignorado","Ignorado","Ignorado","Mayor","Automovil","Blanco","IGNORADO","Choque","Mazda","Normal"
3762,29,"Diciembre","Domingo",8,"06:00 a 11:59","Guatemala","Guatemala","Urbano","2","Hombre","46","45-49","Mayor","Automovil","Blanco","2012","Colisión","Hyundai","Normal"
3763,29,"Diciembre","Domingo",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","6","Hombre","32","30-34","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Honda","Ignorado"
3764,29,"Diciembre","Domingo",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","5","Hombre","25","25-29","Mayor","Motocicleta","Rojo","2013","Colisión","Movesa","Normal"
3765,29,"Diciembre","Domingo",21,"18:00 a 23:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
3766,29,"Diciembre","Domingo",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","10","Hombre","21","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
3767,29,"Diciembre","Domingo",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Mujer","21","20-24","Mayor","Automovil","Azul","IGNORADO","Colisión","Toyota","Normal"
3768,29,"Diciembre","Domingo",18,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","41","40-44","Mayor","Automovil","Blanco","2006","Colisión","Nissan_duplicated_37","Ignorado"
3769,29,"Diciembre","Domingo",21,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","52","50-54","Mayor","Pick up","Ignorado","2011","Colisión","Isuzu","Ignorado"
3770,29,"Diciembre","Domingo",23,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Rojo","2007","Colisión","Suzuki","Ignorado"
3771,29,"Diciembre","Domingo",21,"18:00 a 23:59","Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","21","20-24","Mayor","Automovil","Blanco","IGNORADO","Colisión","Toyota","Ignorado"
3772,29,"Diciembre","Domingo",13,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Urbano","6","Hombre","Ignorado","Ignorado","Mayor","Pick up","Blanco","IGNORADO","Colisión","Ignorado","Ignorado"
3773,29,"Diciembre","Domingo",16,"12:00 a 17:59","Quetzaltenango","Coatepeque","Urbano","3","Hombre","33","30-34","Mayor","Automovil","Blanco","IGNORADO","Colisión","Toyota","Ebrio"
3774,29,"Diciembre","Domingo",11,"06:00 a 11:59","San Marcos","San Antonio Sacatepéquez","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Bus extraurbano","Ignorado","IGNORADO","Vuelco","Ford","Ignorado"
3775,29,"Diciembre","Domingo",8,"06:00 a 11:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","36","35-39","Mayor","Cabezal","Negro","1997","Colisión","Freightliner","Normal"
3776,30,"Diciembre","Lunes",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","9","Hombre","21","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Ignorado"
3777,30,"Diciembre","Lunes",10,"06:00 a 11:59","Guatemala","Petapa","Urbano","7","Hombre","33","30-34","Mayor","Bus urbano","Anaranjado","1980","Colisión","Ford","Normal"
3778,30,"Diciembre","Lunes",19,"18:00 a 23:59","Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","18","15-19","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
3779,30,"Diciembre","Lunes",18,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","36","35-39","Mayor","Motocicleta","Negro","2010","Colisión","Ignorado","Ignorado"
3780,30,"Diciembre","Lunes",22,"18:00 a 23:59","Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","27","25-29","Mayor","Motocicleta","Negro","2012","Colisión","Bajaj","Normal"
3781,30,"Diciembre","Lunes",14,"12:00 a 17:59","Suchitepéquez","Cuyotenango","Rural","Ignorado","Mujer","18","15-19","Mayor","Automovil","Rojo","1995","Colisión","Toyota","Normal"
3782,30,"Diciembre","Lunes",18,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","25","25-29","Mayor","Automovil","Gris","2002","Colisión","Nissan_duplicated_37","Normal"
3783,30,"Diciembre","Lunes",11,"06:00 a 11:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","25","25-29","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
3784,30,"Diciembre","Lunes",3,"00:00 a 05:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","19","15-19","Mayor","Automovil","Blanco","IGNORADO","Colisión","Toyota","Ebrio"
3785,30,"Diciembre","Lunes",16,"12:00 a 17:59","Huehuetenango","Colotenango","Rural","Ignorado","Hombre","34","30-34","Mayor","Jeep","Blanco","1987","Colisión","Suzuki","Ebrio"
3786,30,"Diciembre","Lunes",5,"00:00 a 05:59","Alta Verapaz","Chisec","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Microbus","Gris","IGNORADO","Choque","Toyota","Ignorado"
3787,30,"Diciembre","Lunes",19,"18:00 a 23:59","Izabal","Morales","Rural","Ignorado","Hombre","35","35-39","Mayor","Cabezal","Anaranjado","2003","Colisión","Freightliner","Normal"
3788,31,"Diciembre","Martes",3,"00:00 a 05:59","Guatemala","Mixco","Urbano","6","Hombre","18","15-19","Mayor","Automovil","Celeste","1994","Colisión","Bmw","Ebrio"
3789,31,"Diciembre","Martes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","24","20-24","Mayor","Automovil","Gris","2006","Colisión","Honda","Normal"
3790,31,"Diciembre","Martes",23,"18:00 a 23:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","30","30-34","Mayor","Pick up","Blanco","2003","Choque","Toyota","Ebrio"
3791,31,"Diciembre","Martes",16,"12:00 a 17:59","San Marcos","Malacatán","Rural","Ignorado","Hombre","18","15-19","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Italika","Ignorado"
3792,31,"Diciembre","Martes",19,"18:00 a 23:59","Izabal","Puerto Barrios","Urbano","Ignorado","Hombre","42","40-44","Mayor","Pick up","Azul","1995","Colisión","Toyota","Ebrio"
3793,31,"Diciembre","Martes",10,"06:00 a 11:59","Izabal","Livingston","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
3794,31,"Diciembre","Martes",17,"12:00 a 17:59","Guatemala","Palencia","Rural","Ignorado","Hombre","25","25-29","Mayor","Mototaxi","Rojo","IGNORADO","Vuelco","Bajaj","Ebrio"
3795,31,"Diciembre","Martes",12,"12:00 a 17:59","Guatemala","Guatemala","Urbano","13","Hombre","27","25-29","Mayor","Motocicleta","Negro","2012","Colisión","Dodge","Ebrio"
3796,31,"Diciembre","Martes",23,"18:00 a 23:59","Guatemala","Mixco","Urbano","1","Mujer","47","45-49","Mayor","Camioneta","Gris","2007","Colisión","Hyundai","Ignorado"
3797,1,"Enero","Martes",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","18","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3798,1,"Enero","Martes",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3799,1,"Enero","Martes",17,"12:00 a 17:59","Jutiapa","Agua Blanca","Rural","Ignorado","Hombre","49","45-49","Mayor","Automovil","Azul","1990","Atropellado","Toyota","Normal"
3800,1,"Enero","Martes",14,"12:00 a 17:59","Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3801,1,"Enero","Martes",9,"06:00 a 11:59","Zacapa","Río Hondo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3802,1,"Enero","Martes",17,"12:00 a 17:59","Zacapa","Zacapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3803,1,"Enero","Martes",16,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Urbano","10","Hombre","32","30-34","Mayor","Automovil","Azul","IGNORADO","Atropellado","Honda","Ebrio"
3804,1,"Enero","Martes",0,"00:00 a 05:59","San Marcos","Ocós","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3805,1,"Enero","Martes",5,"00:00 a 05:59","El Progreso","Guastatoya","Rural","Ignorado","Hombre","23","20-24","Mayor","Pick up","Corinto","1984","Atropellado","Toyota","Ebrio"
3806,1,"Enero","Martes",0,"00:00 a 05:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","59","55-59","Mayor","Automovil","Gris","IGNORADO","Atropellado","Mazda","Ebrio"
3807,1,"Enero","Martes",6,"06:00 a 11:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","18","15-19","Mayor","Motocicleta","Negro","IGNORADO","Atropellado","Suzuki","Ebrio"
3808,2,"Enero","Miercoles",0,"00:00 a 05:59","Retalhuleu","Champerico","Rural","Ignorado","Mujer","26","25-29","Mayor","Automovil","Blanco","IGNORADO","Atropellado","Nissan_duplicated_37","Normal"
3809,2,"Enero","Miercoles",13,"12:00 a 17:59","Huehuetenango","La Democracia_duplicated_1312","Rural","Ignorado","Hombre","57","55-59","Mayor","Motocicleta","Blanco","IGNORADO","Atropellado","Ignorado","Normal"
3810,2,"Enero","Miercoles",6,"06:00 a 11:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3811,2,"Enero","Miercoles",20,"18:00 a 23:59","Izabal","Morales","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","1985","Atropellado","Ignorado","Ignorado"
3812,2,"Enero","Miercoles",19,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3813,2,"Enero","Miercoles",19,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","14","Menor de 15","Menor","Pick up","Azul","IGNORADO","Atropellado","Fiat","Normal"
3814,2,"Enero","Miercoles",19,"18:00 a 23:59","Chimaltenango","Patzicía","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3815,3,"Enero","Jueves",0,"00:00 a 05:59","Guatemala","Guatemala","Urbano","9","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3816,3,"Enero","Jueves",22,"18:00 a 23:59","Chiquimula","Esquipulas","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3817,3,"Enero","Jueves",20,"18:00 a 23:59","Zacapa","Río Hondo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3818,3,"Enero","Jueves",20,"18:00 a 23:59","Escuintla","San José","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3819,4,"Enero","Viernes",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","11","Hombre","34","30-34","Mayor","Bus extraurbano","Ignorado","1984","Atropellado","Ignorado","Normal"
3820,4,"Enero","Viernes",16,"12:00 a 17:59","Guatemala","Amatitlán","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Gris","IGNORADO","Atropellado","Mitsubishi","Ignorado"
3821,4,"Enero","Viernes",20,"18:00 a 23:59","Jutiapa","Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3822,4,"Enero","Viernes",7,"06:00 a 11:59","Chimaltenango","Chimaltenango","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3823,5,"Enero","Sabado",9,"06:00 a 11:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","IGNORADO","Atropellado","Toyota","Ignorado"
3824,5,"Enero","Sabado",10,"06:00 a 11:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","35","35-39","Mayor","Pick up","Azul","1992","Atropellado","Toyota","Ignorado"
3825,5,"Enero","Sabado",6,"06:00 a 11:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Rojo","IGNORADO","Atropellado","Ignorado","Ignorado"
3826,6,"Enero","Domingo",20,"18:00 a 23:59","Guatemala","Villa Nueva","Urbano","4","Hombre","19","15-19","Mayor","Motocicleta","Verde","2002","Atropellado","Ignorado","Normal"
3827,6,"Enero","Domingo",12,"12:00 a 17:59","Alta Verapaz","San Juan Chamelco","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Anaranjado","IGNORADO","Atropellado","Ignorado","Ignorado"
3828,7,"Enero","Lunes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","3","Hombre","29","25-29","Mayor","Panel","Blanco","2012","Atropellado","Toyota","Normal"
3829,7,"Enero","Lunes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","11","Hombre","40","40-44","Mayor","Automovil","Gris","2002","Atropellado","Mazda","Normal"
3830,7,"Enero","Lunes",16,"12:00 a 17:59","Guatemala","Villa Canales","Urbano","3","Hombre","26","25-29","Mayor","Motocicleta","Rojo","IGNORADO","Atropellado","Italika","Normal"
3831,7,"Enero","Lunes",15,"12:00 a 17:59","Suchitepéquez","Mazatenango","Urbano","1","Hombre","30","30-34","Mayor","Motocicleta","Ignorado","2007","Atropellado","Honda","Normal"
3832,7,"Enero","Lunes",5,"00:00 a 05:59","Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Amarillo","IGNORADO","Atropellado","Ignorado","Normal"
3833,7,"Enero","Lunes",20,"18:00 a 23:59","El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","37","35-39","Mayor","Motocicleta","Negro","2007","Atropellado","Suzuki","Normal"
3834,7,"Enero","Lunes",21,"18:00 a 23:59","Chimaltenango","Tecpán Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3835,8,"Enero","Martes",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","18","Hombre","29","25-29","Mayor","Camión","Blanco","IGNORADO","Atropellado","Hino","Normal"
3836,8,"Enero","Martes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3837,8,"Enero","Martes",0,"00:00 a 05:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3838,9,"Enero","Miercoles",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","49","45-49","Mayor","Camioneta","Gris","2007","Atropellado","Volvo","Normal"
3839,9,"Enero","Miercoles",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","4","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3840,9,"Enero","Miercoles",12,"12:00 a 17:59","Guatemala","San Pedro Sacatepéquez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","IGNORADO","Atropellado","Mazda","Ignorado"
3841,9,"Enero","Miercoles",6,"06:00 a 11:59","Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","22","20-24","Mayor","Motocicleta","Rojo","2006","Atropellado","Honda","Normal"
3842,9,"Enero","Miercoles",15,"12:00 a 17:59","Suchitepéquez","Patulul","Rural","Ignorado","Hombre","31","30-34","Mayor","Automovil","Gris","2011","Atropellado","Nissan_duplicated_37","Normal"
3843,9,"Enero","Miercoles",18,"18:00 a 23:59","Retalhuleu","Champerico","Rural","Ignorado","Hombre","60","60 y mas","Mayor","Pick up","Celeste","1985","Atropellado","Toyota","Ebrio"
3844,9,"Enero","Miercoles",19,"18:00 a 23:59","Quetzaltenango","Cantel","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","IGNORADO","Atropellado","Isuzu","Ignorado"
3845,10,"Enero","Jueves",19,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Hombre","35","35-39","Mayor","Bus urbano","Blanco","IGNORADO","Atropellado","Ignorado","Normal"
3846,11,"Enero","Viernes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Mujer","28","25-29","Mayor","Automovil","Azul","2011","Atropellado","Nissan_duplicated_37","Normal"
3847,11,"Enero","Viernes",13,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Mujer","32","30-34","Mayor","Automovil","Verde","1995","Atropellado","Ignorado","Normal"
3848,11,"Enero","Viernes",12,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","52","50-54","Mayor","Automovil","Gris","2009","Atropellado","Kia","Normal"
3849,11,"Enero","Viernes",18,"18:00 a 23:59","Escuintla","San José","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3850,11,"Enero","Viernes",19,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","28","25-29","Mayor","Automovil","Gris","2002","Atropellado","Mazda","Normal"
3851,11,"Enero","Viernes",14,"12:00 a 17:59","Petén","Poptún","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3852,11,"Enero","Viernes",16,"12:00 a 17:59","Petén","Poptún","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3853,11,"Enero","Viernes",14,"12:00 a 17:59","Sacatepéquez","San Bartolomé","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3854,12,"Enero","Sabado",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","53","50-54","Mayor","Bus urbano","Rojo","1994","Atropellado","Mercedes benz","Ignorado"
3855,12,"Enero","Sabado",9,"06:00 a 11:59","Suchitepéquez","Cuyotenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3856,12,"Enero","Sabado",19,"18:00 a 23:59","Retalhuleu","Champerico","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3857,12,"Enero","Sabado",19,"18:00 a 23:59","Alta Verapaz","Chisec","Rural","Ignorado","Hombre","33","30-34","Mayor","Pick up","Negro","IGNORADO","Atropellado","Mitsubishi","Normal"
3858,12,"Enero","Sabado",12,"12:00 a 17:59","El Progreso","Guastatoya","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","IGNORADO","Atropellado","Ignorado","Ignorado"
3859,12,"Enero","Sabado",17,"12:00 a 17:59","Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","34","30-34","Mayor","Microbus","Gris","2009","Atropellado","Nissan_duplicated_37","Normal"
3860,13,"Enero","Domingo",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","41","40-44","Mayor","Camioneta","Negro","IGNORADO","Atropellado","Ford","Normal"
3861,13,"Enero","Domingo",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","7","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","IGNORADO","Atropellado","Ignorado","Ignorado"
3862,13,"Enero","Domingo",20,"18:00 a 23:59","Guatemala","Villa Nueva","Urbano","3","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Ignorado","IGNORADO","Atropellado","Hyundai","Ignorado"
3863,13,"Enero","Domingo",18,"18:00 a 23:59","Jutiapa","Moyuta","Rural","Ignorado","Hombre","64","60 y mas","Mayor","Bus urbano","Amarillo","1985","Atropellado","International","Normal"
3864,13,"Enero","Domingo",14,"12:00 a 17:59","Chiquimula","Quetzaltepeque","Rural","Ignorado","Hombre","36","35-39","Mayor","Pick up","Rojo","1986","Atropellado","Nissan_duplicated_37","Normal"
